Ship/Navire,Date(GMT),Longitude,Latitude,Deph/Profondeur(m),Temperature/Température(ºC),Salinity/Salinité
CICERO,1999-12-03 03:00:00,-52.59220,47.51580,3.0,3.30,31.40
CICERO,1999-12-03 03:10:00,-52.60380,47.46970,3.0,3.66,31.34
CICERO,1999-12-03 03:20:00,-52.62170,47.42380,3.0,3.79,31.27
CICERO,1999-12-03 03:30:00,-52.64120,47.37830,3.0,3.48,31.37
CICERO,1999-12-03 03:40:00,-52.65920,47.33170,3.0,3.00,31.50
CICERO,1999-12-03 03:50:00,-52.67650,47.28520,3.0,3.13,31.47
CICERO,1999-12-03 04:00:00,-52.69530,47.23870,3.0,3.00,31.50
CICERO,1999-12-03 04:10:00,-52.71670,47.19270,3.0,3.04,31.50
CICERO,1999-12-03 04:20:00,-52.73880,47.14620,3.0,3.11,31.48
CICERO,1999-12-03 04:30:00,-52.76080,47.09950,3.0,3.10,31.48
CICERO,1999-12-03 04:40:00,-52.78300,47.05300,3.0,3.10,31.48
CICERO,1999-12-03 04:50:00,-52.80380,47.00600,3.0,2.99,31.50
CICERO,1999-12-03 05:00:00,-52.82600,46.95850,3.0,2.94,31.53
CICERO,1999-12-03 05:10:00,-52.84680,46.91070,3.0,2.98,31.49
CICERO,1999-12-03 05:20:00,-52.86730,46.86380,3.0,3.30,31.46
CICERO,1999-12-03 05:30:00,-52.88850,46.81750,3.0,3.23,31.49
CICERO,1999-12-03 05:40:00,-52.90930,46.77170,3.0,3.34,31.45
CICERO,1999-12-03 05:50:00,-52.94620,46.73150,3.0,3.40,31.43
CICERO,1999-12-03 06:00:00,-52.98330,46.69280,3.0,3.35,31.44
CICERO,1999-12-03 06:10:00,-53.02130,46.65350,3.0,3.39,31.44
CICERO,1999-12-03 06:20:00,-53.06350,46.61780,3.0,3.41,31.45
CICERO,1999-12-03 06:30:00,-53.11720,46.58950,3.0,3.44,31.42
CICERO,1999-12-03 06:40:00,-53.17530,46.56900,3.0,3.44,31.45
CICERO,1999-12-03 06:50:00,-53.24250,46.56200,3.0,3.50,31.45
CICERO,1999-12-03 07:00:00,-53.31100,46.55500,3.0,3.44,31.47
CICERO,1999-12-03 07:10:00,-53.37900,46.54770,3.0,3.38,31.53
CICERO,1999-12-03 07:20:00,-53.44580,46.54020,3.0,3.32,31.55
CICERO,1999-12-03 07:30:00,-53.51430,46.53250,3.0,3.40,31.57
CICERO,1999-12-03 07:40:00,-53.58300,46.53030,3.0,3.69,31.47
CICERO,1999-12-03 07:50:00,-53.65270,46.53450,3.0,4.19,31.39
CICERO,1999-12-03 08:00:00,-53.72230,46.53920,3.0,4.21,31.39
CICERO,1999-12-03 08:10:00,-53.79150,46.54370,3.0,4.15,31.42
CICERO,1999-12-03 08:20:00,-53.85970,46.54780,3.0,4.35,31.37
CICERO,1999-12-03 08:30:00,-53.92830,46.55150,3.0,4.32,31.38
CICERO,1999-12-03 08:40:00,-53.99620,46.55470,3.0,4.17,31.41
CICERO,1999-12-03 08:50:00,-54.06400,46.55770,3.0,4.21,31.40
CICERO,1999-12-03 09:00:00,-54.13170,46.56070,3.0,4.29,31.38
CICERO,1999-12-03 09:10:00,-54.19950,46.56420,3.0,4.29,31.36
CICERO,1999-12-03 09:20:00,-54.26680,46.56770,3.0,4.27,31.37
CICERO,1999-12-03 09:30:00,-54.33420,46.57120,3.0,4.28,31.48
CICERO,1999-12-03 09:40:00,-54.40150,46.57480,3.0,4.11,31.45
CICERO,1999-12-03 09:50:00,-54.46970,46.58030,3.0,4.34,31.37
CICERO,1999-12-03 10:00:00,-54.53730,46.58620,3.0,4.08,31.43
CICERO,1999-12-03 10:10:00,-54.60550,46.59070,3.0,4.41,31.49
CICERO,1999-12-03 10:20:00,-54.67350,46.59470,3.0,4.92,31.58
CICERO,1999-12-03 10:30:00,-54.74130,46.59770,3.0,4.19,31.42
CICERO,1999-12-03 10:40:00,-54.80920,46.60070,3.0,4.23,31.40
CICERO,1999-12-03 10:50:00,-54.87800,46.60370,3.0,4.60,31.43
CICERO,1999-12-03 11:00:00,-54.94630,46.60620,3.0,4.54,31.44
CICERO,1999-12-03 11:10:00,-55.01480,46.60850,3.0,4.52,31.42
CICERO,1999-12-03 11:20:00,-55.08350,46.61220,3.0,4.42,31.42
CICERO,1999-12-03 11:30:00,-55.15220,46.61600,3.0,4.40,31.43
CICERO,1999-12-03 11:40:00,-55.22130,46.61980,3.0,4.35,31.43
CICERO,1999-12-03 11:50:00,-55.29080,46.62370,3.0,4.46,31.44
CICERO,1999-12-03 12:00:00,-55.36020,46.62770,3.0,4.42,31.44
CICERO,1999-12-03 12:10:00,-55.43020,46.63200,3.0,4.42,31.43
CICERO,1999-12-03 12:20:00,-55.50020,46.63650,3.0,4.39,31.45
CICERO,1999-12-03 12:30:00,-55.56970,46.64080,3.0,4.59,31.47
CICERO,1999-12-03 12:40:00,-55.63920,46.64500,3.0,4.61,31.47
CICERO,1999-12-03 12:50:00,-55.70830,46.64880,3.0,4.64,31.51
CICERO,1999-12-03 13:00:00,-55.77730,46.65220,3.0,4.67,31.50
CICERO,1999-12-03 13:10:00,-55.84650,46.65550,3.0,4.71,31.49
CICERO,1999-12-03 13:20:00,-55.91670,46.65900,3.0,4.75,31.48
CICERO,1999-12-03 13:30:00,-55.98720,46.66270,3.0,4.58,31.43
CICERO,1999-12-03 13:40:00,-56.05730,46.66670,3.0,4.62,31.43
CICERO,1999-12-03 13:50:00,-56.12780,46.67050,3.0,4.79,31.47
CICERO,1999-12-03 14:00:00,-56.19770,46.67450,3.0,4.72,31.44
CICERO,1999-12-03 14:10:00,-56.26750,46.67870,3.0,4.58,31.43
CICERO,1999-12-03 14:20:00,-56.33320,46.69170,3.0,4.53,31.42
CICERO,1999-12-03 14:30:00,-56.39470,46.71620,3.0,4.44,31.40
CICERO,1999-12-03 14:40:00,-56.45620,46.74100,3.0,4.47,31.38
CICERO,1999-12-03 14:50:00,-56.51850,46.76650,3.0,4.66,31.44
CICERO,1999-12-03 15:00:00,-56.58050,46.79180,3.0,5.32,31.78
CICERO,1999-12-03 15:10:00,-56.64170,46.81650,3.0,5.65,32.07
CICERO,1999-12-03 15:20:00,-56.70270,46.84080,3.0,5.63,32.08
CICERO,1999-12-03 15:30:00,-56.76300,46.86520,3.0,5.83,32.10
CICERO,1999-12-03 15:40:00,-56.82370,46.88930,3.0,5.87,32.11
CICERO,1999-12-03 15:50:00,-56.88400,46.91320,3.0,5.87,32.14
CICERO,1999-12-03 16:00:00,-56.94380,46.93750,3.0,5.76,32.14
CICERO,1999-12-03 16:10:00,-57.00380,46.96170,3.0,5.69,32.15
CICERO,1999-12-03 16:20:00,-57.06370,46.98600,3.0,6.01,32.15
CICERO,1999-12-03 16:30:00,-57.12380,47.01000,3.0,6.00,32.14
CICERO,1999-12-03 16:40:00,-57.18470,47.03400,3.0,6.04,32.15
CICERO,1999-12-03 16:50:00,-57.24500,47.05820,3.0,5.97,32.15
CICERO,1999-12-03 17:00:00,-57.30520,47.08220,3.0,5.68,32.13
CICERO,1999-12-03 17:10:00,-57.36580,47.10700,3.0,5.13,32.05
CICERO,1999-12-03 17:20:00,-57.42670,47.13180,3.0,5.20,32.11
CICERO,1999-12-03 17:30:00,-57.48720,47.15620,3.0,5.54,32.16
CICERO,1999-12-03 17:40:00,-57.54730,47.18030,3.0,5.65,32.16
CICERO,1999-12-03 17:50:00,-57.60750,47.20480,3.0,5.61,32.14
CICERO,1999-12-03 18:00:00,-57.66730,47.22950,3.0,5.33,32.11
CICERO,1999-12-03 18:10:00,-57.72670,47.25400,3.0,5.27,32.12
CICERO,1999-12-03 18:20:00,-57.78620,47.27830,3.0,4.88,31.99
CICERO,1999-12-03 18:30:00,-57.84620,47.30250,3.0,4.84,31.94
CICERO,1999-12-03 18:40:00,-57.90720,47.32600,3.0,4.88,31.94
CICERO,1999-12-03 18:50:00,-57.96870,47.35020,3.0,4.86,31.95
CICERO,1999-12-03 19:00:00,-58.03200,47.37070,3.0,4.78,31.99
CICERO,1999-12-03 19:10:00,-58.09870,47.38650,3.0,4.83,32.02
CICERO,1999-12-03 19:20:00,-58.16620,47.40180,3.0,4.84,31.96
CICERO,1999-12-03 19:30:00,-58.23350,47.41750,3.0,4.88,31.86
CICERO,1999-12-03 19:40:00,-58.30320,47.42670,3.0,4.91,31.87
CICERO,1999-12-03 19:50:00,-58.37500,47.43380,3.0,4.87,31.85
CICERO,1999-12-03 20:00:00,-58.44750,47.44170,3.0,4.80,31.86
CICERO,1999-12-03 20:10:00,-58.51970,47.44920,3.0,4.84,31.88
CICERO,1999-12-03 20:20:00,-58.59170,47.45730,3.0,4.82,31.87
CICERO,1999-12-03 20:30:00,-58.66370,47.46400,3.0,4.90,31.86
CICERO,1999-12-03 20:40:00,-58.73500,47.46920,3.0,4.92,31.95
CICERO,1999-12-03 20:50:00,-58.80630,47.47300,3.0,4.90,31.99
CICERO,1999-12-03 21:00:00,-58.87850,47.47880,3.0,4.95,31.98
CICERO,1999-12-03 21:10:00,-58.95080,47.48630,3.0,4.93,31.98
CICERO,1999-12-03 21:20:00,-59.02380,47.49430,3.0,4.86,31.93
CICERO,1999-12-03 21:30:00,-59.09750,47.50380,3.0,4.92,31.90
CICERO,1999-12-03 21:40:00,-59.17000,47.51620,3.0,4.88,31.77
CICERO,1999-12-03 21:50:00,-59.23870,47.53230,3.0,4.84,31.58
CICERO,1999-12-03 22:00:00,-59.30350,47.54880,3.0,4.83,31.81
CICERO,1999-12-03 22:10:00,-59.36650,47.56650,3.0,4.89,31.79
CICERO,1999-12-03 22:20:00,-59.42630,47.58750,3.0,4.87,31.91
CICERO,1999-12-03 22:30:00,-59.48370,47.61000,3.0,4.89,31.93
CICERO,1999-12-03 22:40:00,-59.53980,47.63220,3.0,4.90,31.92
CICERO,1999-12-03 22:50:00,-59.59700,47.65480,3.0,4.86,31.90
CICERO,1999-12-03 23:00:00,-59.65480,47.67700,3.0,4.89,31.99
CICERO,1999-12-03 23:10:00,-59.71250,47.69800,3.0,4.85,32.08
CICERO,1999-12-03 23:20:00,-59.76970,47.71980,3.0,4.86,32.03
CICERO,1999-12-03 23:30:00,-59.82720,47.74180,3.0,4.83,32.02
CICERO,1999-12-03 23:40:00,-59.88480,47.76380,3.0,4.81,32.02
CICERO,1999-12-03 23:50:00,-59.94150,47.78600,3.0,4.73,32.01
CICERO,1999-12-04 00:00:00,-59.99850,47.80800,3.0,4.86,32.06
CICERO,1999-12-04 00:10:00,-60.05550,47.83000,3.0,4.24,31.61
CICERO,1999-12-04 00:20:00,-60.11120,47.85350,3.0,4.08,31.35
CICERO,1999-12-04 00:30:00,-60.16830,47.87680,3.0,4.05,31.36
CICERO,1999-12-04 00:40:00,-60.22550,47.90020,3.0,4.11,31.44
CICERO,1999-12-04 00:50:00,-60.28420,47.92280,3.0,4.17,31.52
CICERO,1999-12-04 01:00:00,-60.34430,47.94550,3.0,4.24,31.62
CICERO,1999-12-04 01:10:00,-60.40520,47.96720,3.0,4.08,31.35
CICERO,1999-12-04 01:20:00,-60.46450,47.98920,3.0,3.81,31.22
CICERO,1999-12-04 01:30:00,-60.52370,48.01180,3.0,3.92,31.05
CICERO,1999-12-04 01:40:00,-60.58180,48.03500,3.0,4.01,31.01
CICERO,1999-12-04 01:50:00,-60.63950,48.05870,3.0,3.99,31.02
CICERO,1999-12-04 02:00:00,-60.69670,48.08280,3.0,3.80,31.09
CICERO,1999-12-04 02:10:00,-60.75370,48.10720,3.0,3.92,31.04
CICERO,1999-12-04 02:20:00,-60.80920,48.13180,3.0,3.88,31.07
CICERO,1999-12-04 02:30:00,-60.86480,48.15670,3.0,3.83,31.07
CICERO,1999-12-04 02:40:00,-60.92070,48.18150,3.0,3.65,31.07
CICERO,1999-12-04 02:50:00,-60.97700,48.20620,3.0,3.39,31.09
CICERO,1999-12-04 03:00:00,-61.03400,48.23030,3.0,3.50,31.11
CICERO,1999-12-04 03:10:00,-61.09120,48.25470,3.0,3.76,31.09
CICERO,1999-12-04 03:20:00,-61.14980,48.27830,3.0,3.77,31.09
CICERO,1999-12-04 03:30:00,-61.21080,48.29980,3.0,3.71,31.10
CICERO,1999-12-04 03:40:00,-61.27220,48.32170,3.0,3.48,31.15
CICERO,1999-12-04 03:50:00,-61.33370,48.34350,3.0,3.42,31.16
CICERO,1999-12-04 04:00:00,-61.39470,48.36550,3.0,3.22,31.19
CICERO,1999-12-04 04:10:00,-61.45550,48.38780,3.0,3.27,31.27
CICERO,1999-12-04 04:20:00,-61.51630,48.41020,3.0,3.27,31.29
CICERO,1999-12-04 04:30:00,-61.57730,48.43230,3.0,3.21,31.18
CICERO,1999-12-04 04:40:00,-61.63900,48.45420,3.0,3.23,31.16
CICERO,1999-12-04 04:50:00,-61.70050,48.47600,3.0,3.25,31.19
CICERO,1999-12-04 05:00:00,-61.76130,48.49770,3.0,3.23,31.15
CICERO,1999-12-04 05:10:00,-61.82230,48.51970,3.0,3.36,31.16
CICERO,1999-12-04 05:20:00,-61.88300,48.54250,3.0,3.38,31.17
CICERO,1999-12-04 05:30:00,-61.94400,48.56530,3.0,3.19,31.27
CICERO,1999-12-04 05:40:00,-62.00550,48.58800,3.0,3.21,31.41
CICERO,1999-12-04 05:50:00,-62.06680,48.61050,3.0,3.22,31.42
CICERO,1999-12-04 06:00:00,-62.12800,48.63280,3.0,3.20,31.42
CICERO,1999-12-04 06:10:00,-62.18920,48.65520,3.0,2.84,31.36
CICERO,1999-12-04 06:20:00,-62.24980,48.67780,3.0,2.83,31.36
CICERO,1999-12-04 06:30:00,-62.30980,48.69980,3.0,3.08,31.19
CICERO,1999-12-04 06:40:00,-62.36930,48.72230,3.0,2.83,30.93
CICERO,1999-12-04 06:50:00,-62.42850,48.74470,3.0,2.74,30.83
CICERO,1999-12-04 07:00:00,-62.48880,48.76720,3.0,2.80,30.93
CICERO,1999-12-04 07:10:00,-62.54920,48.78950,3.0,2.84,30.95
CICERO,1999-12-04 07:20:00,-62.61050,48.81180,3.0,2.89,30.98
CICERO,1999-12-04 07:30:00,-62.67280,48.83470,3.0,2.90,31.02
CICERO,1999-12-04 07:40:00,-62.73530,48.85800,3.0,3.00,31.30
CICERO,1999-12-04 07:50:00,-62.79720,48.88100,3.0,2.73,31.34
CICERO,1999-12-04 08:00:00,-62.85880,48.90400,3.0,2.67,31.36
CICERO,1999-12-04 08:10:00,-62.92080,48.92650,3.0,2.55,31.31
CICERO,1999-12-04 08:20:00,-62.98170,48.95070,3.0,2.80,31.28
CICERO,1999-12-04 08:30:00,-63.04170,48.97530,3.0,2.78,31.28
CICERO,1999-12-04 08:40:00,-63.10130,48.99950,3.0,2.70,31.30
CICERO,1999-12-04 08:50:00,-63.16170,49.02320,3.0,2.94,31.24
CICERO,1999-12-04 09:00:00,-63.22400,49.04550,3.0,2.86,31.25
CICERO,1999-12-04 09:10:00,-63.28650,49.06780,3.0,2.91,31.27
CICERO,1999-12-04 09:20:00,-63.34920,49.08970,3.0,2.95,31.23
CICERO,1999-12-04 09:30:00,-63.41130,49.11170,3.0,2.80,31.29
CICERO,1999-12-04 09:40:00,-63.47300,49.13350,3.0,2.48,31.23
CICERO,1999-12-04 09:50:00,-63.53370,49.15600,3.0,2.42,31.22
CICERO,1999-12-04 10:00:00,-63.59500,49.17920,3.0,2.69,31.24
CICERO,1999-12-04 10:10:00,-63.65670,49.20250,3.0,2.58,31.19
CICERO,1999-12-04 10:20:00,-63.71780,49.22630,3.0,2.57,31.04
CICERO,1999-12-04 10:30:00,-63.77900,49.25020,3.0,2.60,31.15
CICERO,1999-12-04 10:40:00,-63.84050,49.27320,3.0,2.59,31.13
CICERO,1999-12-04 10:50:00,-63.90220,49.29570,3.0,2.51,31.13
CICERO,1999-12-04 11:00:00,-63.96550,49.31470,3.0,2.38,31.22
CICERO,1999-12-04 11:10:00,-64.02950,49.33500,3.0,2.40,31.04
CICERO,1999-12-04 11:20:00,-64.09430,49.35570,3.0,1.71,30.66
CICERO,1999-12-04 11:30:00,-64.16500,49.36600,3.0,1.85,30.57
CICERO,1999-12-04 11:40:00,-64.23780,49.37250,3.0,1.75,30.61
CICERO,1999-12-04 11:50:00,-64.30880,49.37880,3.0,1.56,30.96
CICERO,1999-12-04 12:00:00,-64.37980,49.38450,3.0,1.50,31.08
CICERO,1999-12-04 12:10:00,-64.45080,49.38880,3.0,1.50,31.02
CICERO,1999-12-04 12:20:00,-64.52180,49.39280,3.0,1.41,31.17
CICERO,1999-12-04 12:30:00,-64.59300,49.39720,3.0,1.54,31.32
CICERO,1999-12-04 12:40:00,-64.66370,49.40130,3.0,1.50,31.16
CICERO,1999-12-04 12:50:00,-64.73420,49.40530,3.0,1.46,31.41
CICERO,1999-12-04 13:00:00,-64.80470,49.40930,3.0,1.46,31.32
CICERO,1999-12-04 13:10:00,-64.87530,49.41350,3.0,1.37,31.28
CICERO,1999-12-04 13:20:00,-64.94600,49.41670,3.0,1.51,31.53
CICERO,1999-12-04 13:30:00,-65.01650,49.41900,3.0,1.81,31.39
CICERO,1999-12-04 13:40:00,-65.08730,49.42170,3.0,1.79,31.32
CICERO,1999-12-04 13:50:00,-65.15770,49.42450,3.0,1.75,31.32
CICERO,1999-12-04 14:00:00,-65.22730,49.42730,3.0,1.72,31.36
CICERO,1999-12-04 14:10:00,-65.29570,49.43180,3.0,1.36,31.21
CICERO,1999-12-04 14:20:00,-65.36370,49.43600,3.0,1.28,31.30
CICERO,1999-12-04 14:30:00,-65.43180,49.43970,3.0,1.26,31.38
CICERO,1999-12-04 14:40:00,-65.49930,49.44470,3.0,1.24,31.45
CICERO,1999-12-04 14:50:00,-65.56620,49.45050,3.0,1.71,31.51
CICERO,1999-12-04 15:00:00,-65.63280,49.45570,3.0,1.58,31.54
CICERO,1999-12-04 15:10:00,-65.70020,49.46130,3.0,1.63,31.43
CICERO,1999-12-04 15:20:00,-65.76880,49.46550,3.0,1.59,31.56
CICERO,1999-12-04 15:30:00,-65.83850,49.46480,3.0,1.24,31.56
CICERO,1999-12-04 15:40:00,-65.90800,49.45970,3.0,1.23,31.60
CICERO,1999-12-04 15:50:00,-65.97720,49.45330,3.0,1.43,31.52
CICERO,1999-12-04 16:00:00,-66.04620,49.44570,3.0,1.39,31.52
CICERO,1999-12-04 16:10:00,-66.11550,49.43780,3.0,1.36,31.55
CICERO,1999-12-04 16:20:00,-66.18450,49.42980,3.0,1.25,31.55
CICERO,1999-12-04 16:30:00,-66.25330,49.42070,3.0,1.21,31.62
CICERO,1999-12-04 16:40:00,-66.32200,49.41080,3.0,1.21,31.58
CICERO,1999-12-04 16:50:00,-66.39030,49.39820,3.0,1.23,31.59
CICERO,1999-12-04 17:00:00,-66.45880,49.38450,3.0,1.19,31.58
CICERO,1999-12-04 17:10:00,-66.52750,49.37070,3.0,1.20,31.56
CICERO,1999-12-04 17:20:00,-66.59630,49.35650,3.0,1.25,31.53
CICERO,1999-12-04 17:30:00,-66.66500,49.34250,3.0,1.31,31.51
CICERO,1999-12-04 17:40:00,-66.73400,49.32850,3.0,1.22,31.55
CICERO,1999-12-04 17:50:00,-66.80150,49.31400,3.0,1.42,31.40
CICERO,1999-12-04 18:00:00,-66.86830,49.29970,3.0,1.76,31.39
CICERO,1999-12-04 18:10:00,-66.93250,49.28480,3.0,1.52,30.71
CICERO,1999-12-04 18:20:00,-66.99720,49.27280,3.0,1.91,28.85
CICERO,1999-12-04 18:30:00,-67.06400,49.26270,3.0,1.88,28.55
CICERO,1999-12-04 18:40:00,-67.13250,49.25270,3.0,1.41,28.09
CICERO,1999-12-04 18:50:00,-67.20200,49.24300,3.0,1.20,27.54
CICERO,1999-12-04 19:00:00,-67.27200,49.23220,3.0,1.02,27.30
CICERO,1999-12-04 19:10:00,-67.34220,49.21950,3.0,0.91,27.15
CICERO,1999-12-04 19:20:00,-67.40700,49.19900,3.0,0.86,27.26
CICERO,1999-12-04 19:30:00,-67.47270,49.17700,3.0,0.76,27.75
CICERO,1999-12-04 19:40:00,-67.53450,49.15050,3.0,0.92,28.97
CICERO,1999-12-04 19:50:00,-67.59520,49.12350,3.0,0.88,29.02
CICERO,1999-12-04 20:00:00,-67.65550,49.09750,3.0,0.32,27.69
CICERO,1999-12-04 20:10:00,-67.71520,49.07080,3.0,0.38,28.00
CICERO,1999-12-04 20:20:00,-67.77630,49.04520,3.0,1.07,27.80
CICERO,1999-12-04 20:30:00,-67.83670,49.02100,3.0,0.90,28.61
CICERO,1999-12-04 20:40:00,-67.89770,48.99700,3.0,0.71,28.41
CICERO,1999-12-04 20:50:00,-67.95700,48.97180,3.0,1.00,27.86
CICERO,1999-12-04 21:00:00,-68.01630,48.94680,3.0,0.61,27.12
CICERO,1999-12-04 21:10:00,-68.07700,48.92230,3.0,0.81,27.15
CICERO,1999-12-04 21:20:00,-68.13700,48.89770,3.0,0.70,27.24
CICERO,1999-12-04 21:30:00,-68.19600,48.87180,3.0,0.80,27.67
CICERO,1999-12-04 21:40:00,-68.25520,48.84550,3.0,0.60,27.01
CICERO,1999-12-04 21:50:00,-68.31480,48.81920,3.0,0.60,27.24
CICERO,1999-12-04 22:00:00,-68.37320,48.79230,3.0,0.56,27.45
CICERO,1999-12-04 22:10:00,-68.43270,48.76600,3.0,0.56,27.09
CICERO,1999-12-04 22:20:00,-68.49400,48.74020,3.0,0.50,26.91
CICERO,1999-12-04 22:30:00,-68.55630,48.71430,3.0,0.59,27.31
CICERO,1999-12-04 22:40:00,-68.61830,48.68970,3.0,0.84,26.93
CICERO,1999-12-04 22:50:00,-68.67780,48.66550,3.0,1.07,27.58
CICERO,1999-12-04 23:00:00,-68.73450,48.64080,3.0,1.18,27.06
CICERO,1999-12-04 23:10:00,-68.78900,48.61500,3.0,0.89,27.11
CICERO,1999-12-04 23:20:00,-68.84420,48.58870,3.0,0.65,28.05
CICERO,1999-12-04 23:30:00,-68.90020,48.56450,3.0,1.14,26.79
CICERO,1999-12-04 23:40:00,-68.95850,48.54050,3.0,1.02,27.38
CICERO,1999-12-04 23:50:00,-69.01770,48.51470,3.0,0.67,27.93
CICERO,1999-12-05 00:00:00,-69.07480,48.48480,3.0,1.30,27.00
CICERO,1999-12-05 00:10:00,-69.12980,48.45220,3.0,1.40,27.30
CICERO,1999-12-05 00:20:00,-69.18600,48.41900,3.0,1.37,27.48
CICERO,1999-12-05 00:30:00,-69.24170,48.38620,3.0,1.25,27.45
CICERO,1999-12-05 00:40:00,-69.29430,48.35380,3.0,1.29,27.62
CICERO,1999-12-05 00:50:00,-69.34670,48.32100,3.0,0.58,28.00
CICERO,1999-12-05 01:00:00,-69.39830,48.28780,3.0,0.91,27.68
CICERO,1999-12-05 01:10:00,-69.44600,48.25100,3.0,1.26,27.95
CICERO,1999-12-05 01:20:00,-69.48920,48.20950,3.0,1.14,28.26
CICERO,1999-12-05 01:30:00,-69.52980,48.17080,3.0,1.39,27.54
CICERO,1999-12-05 01:40:00,-69.56530,48.13250,3.0,1.61,27.26
CICERO,1999-12-05 01:50:00,-69.59480,48.08950,3.0,1.69,25.56
CICERO,1999-12-05 02:00:00,-69.63180,48.04250,3.0,1.54,23.18
CICERO,1999-12-05 02:10:00,-69.67470,48.00530,3.0,1.97,19.72
CICERO,1999-12-05 02:20:00,-69.71630,47.96770,3.0,1.98,20.38
CICERO,1999-12-05 02:30:00,-69.75530,47.92780,3.0,1.94,21.78
CICERO,1999-12-05 02:40:00,-69.79520,47.88750,3.0,1.88,20.86
CICERO,1999-12-05 02:50:00,-69.83130,47.84670,3.0,2.03,16.94
CICERO,1999-12-05 03:00:00,-69.86170,47.80430,3.0,2.08,18.32
CICERO,1999-12-05 03:10:00,-69.89380,47.76400,3.0,2.06,19.75
CICERO,1999-12-05 03:20:00,-69.93780,47.72700,3.0,2.09,18.34
CICERO,1999-12-05 03:30:00,-69.98570,47.69000,3.0,2.09,16.91
CICERO,1999-12-05 03:40:00,-70.03350,47.65200,3.0,2.14,17.99
CICERO,1999-12-05 03:50:00,-70.08350,47.61300,3.0,2.07,20.37
CICERO,1999-12-05 04:00:00,-70.13070,47.57350,3.0,2.17,19.31
CICERO,1999-12-05 04:10:00,-70.17230,47.53350,3.0,2.18,20.43
CICERO,1999-12-05 04:20:00,-70.21770,47.48820,3.0,2.16,19.68
CICERO,1999-12-05 04:30:00,-70.27700,47.45970,3.0,2.27,18.74
CICERO,1999-12-05 04:40:00,-70.34500,47.44220,3.0,2.33,17.48
CICERO,1999-12-05 04:50:00,-70.41900,47.42770,3.0,2.47,14.71
CICERO,1999-12-05 05:00:00,-70.46380,47.38650,3.0,2.59,12.34
CICERO,1999-12-05 05:10:00,-70.50220,47.33670,3.0,2.60,11.74
CICERO,1999-12-05 05:20:00,-70.53920,47.28570,3.0,2.60,11.65
